Id,UntisId,SchoolclassId,TeacherId,Subject,Room,Day,PeriodNr
2929,1822,4BHIF,SB,AM,C5.09,3,2
2930,1822,4BHIF,SB,AM,C5.09,3,3
2931,1828,4BHIF,RA,DBI1,C3.07,4,7
2932,1828,4BHIF,RA,DBI1,C3.07,4,8
2933,1830,4BHIF,MOH,DBI1,B4.17MF,2,7
2934,1830,4BHIF,MOH,DBI1,B4.17MF,2,8
2935,1830,4BHIF,NIJ,DBI1,B4.17MF,2,7
2936,1830,4BHIF,NIJ,DBI1,B4.17MF,2,8
2937,1834,4BHIF,SWH,NVS1x,B3.11NW,5,7
2938,1834,4BHIF,SWH,NVS1x,B3.11NW,5,8
2939,1834,4BHIF,KEM,NVS1y,B3.12NW,5,7
2940,1834,4BHIF,KEM,NVS1y,B3.12NW,5,8
2941,1833,4BHIF,KEM,NVS1,B3.12NW,4,5
2942,1833,4BHIF,KEM,NVS1,B3.12NW,4,6
2943,1835,4BHIF,CSR,NW2,C4.10,1,1
2944,1836,4BHIF,PUH,NW2,C4.14,1,4
2945,1837,4BHIF,UK,POS1,C4.14,1,8
2946,1839,4BHIF,SZ,POS1,C4.14,1,9
2947,1839,4BHIF,SZ,POS1,C4.14,1,10
2948,1847,4CHIF,KUM,AM,C3.11,1,2
2949,1847,4CHIF,KUM,AM,C3.11,1,3
2950,1848,4CHIF,MOH,DBI1,C2.11,1,8
2951,1848,4CHIF,MOH,DBI1,C2.11,1,9
2952,1848,4CHIF,NIJ,DBI1,C2.11,1,8
2953,1848,4CHIF,NIJ,DBI1,C2.11,1,9
2954,1849,3CHIF,PF,GGPB,C4.11,4,4
2955,1857,4CHIF,SWH,NVS1,B3.12NW,3,7
2956,1857,4CHIF,SWH,NVS1,B3.12NW,3,8
2957,1852,3CHIF,SWH,NVS1,C4.11,3,2
2958,1859,4CHIF,SWH,NVS1x,B3.11NW,5,9
2959,1859,4CHIF,SWH,NVS1x,B3.11NW,5,10
2960,1859,4CHIF,KEM,NVS1y,B3.12NW,5,9
2961,1859,4CHIF,KEM,NVS1y,B3.12NW,5,10
2962,1858,3CHIF,HOM,NW2,AH.32,3,8
2963,1860,4CHIF,CSR,NW2,C2.11,1,7
2964,1865,4CHIF,PUH,NW2,DE.03,5,5
2965,1863,3CHIF,WK,POS1,C4.11,3,4
2966,1863,3CHIF,WK,POS1,C4.11,5,4
2967,1867,4CHIF,GRJ,POS1,C3.09,4,9
2968,1867,4CHIF,GRJ,POS1,C3.09,4,10
2969,1867,4CHIF,TT,POS1,C3.09,4,9
2970,1867,4CHIF,TT,POS1,C3.09,4,10
2971,1866,3CHIF,TT,POS1,C4.11,5,7
2972,1866,3CHIF,TT,POS1,C4.11,5,8
2973,1870,4CHIF,SZ,POS1,C3.09,4,7
2974,1870,4CHIF,SZ,POS1,C3.09,4,8
2975,1872,4CHIF,DP,PRE,C3.08,2,3
2976,1872,4CHIF,DP,PRE,C3.08,2,4
2977,1872,4CHIF,DP,PRE,C3.08,2,5
2978,1872,4CHIF,TT,PRE,C3.08,2,3
2979,1872,4CHIF,TT,PRE,C3.08,2,4
2980,1872,4CHIF,TT,PRE,C3.08,2,5
2981,1875,4EHIF,PK,AM,C3.08,5,6
2982,1875,4EHIF,PK,AM,C3.08,5,7
2983,1874,3CHIF,KEM,TINF_1,C4.11,5,1
2984,1874,3CHIF,KEM,TINF_1,C4.11,5,2
2985,1881,4EHIF,RA,DBI1,C3.08,3,7
2986,1881,4EHIF,RA,DBI1,C3.08,3,8
2987,1879,3CHIF,GC,BWM1,C3.14,1,3
2988,1879,3CHIF,GC,BWM1,C4.11,5,3
2989,1883,4EHIF,PS,DBI1,C3.08,4,4
2990,1883,4EHIF,PS,DBI1,C3.08,4,5
2991,1883,4EHIF,NIJ,DBI1,C3.08,4,4
2992,1883,4EHIF,NIJ,DBI1,C3.08,4,5
2993,1882,3CHIF,GC,BWM2,C5.09,2,7
2994,1882,3CHIF,GC,BWM2,C4.11,4,5
2995,1885,3EHIF,ZUM,BWM2,C4.11,1,3
2996,1885,3EHIF,ZUM,BWM2,C4.11,1,4
2997,1886,4EHIF,BH,NVS1,B3.11NW,2,5
2998,1886,4EHIF,BH,NVS1,B3.11NW,2,6
2999,1887,4EHIF,BH,NVS1x,B3.11NW,5,1
3000,1887,4EHIF,BH,NVS1x,B3.11NW,5,2
3001,1887,4EHIF,STA,NVS1y,B3.12NW,5,1
3002,1887,4EHIF,STA,NVS1y,B3.12NW,5,2
3003,1893,4EHIF,UK,POS1,C3.08,3,1
3004,1893,4EHIF,UK,POS1,C3.08,3,2
3005,1893,4EHIF,HAF,POS1,C3.08,3,1
3006,1893,4EHIF,HAF,POS1,C3.08,3,2
3007,1891,4EHIF,WK,NW2,C2.08,2,3
3008,1892,4EHIF,UK,POS1,C3.08,1,7
3009,1894,4EHIF,SK,POS1,C3.08,5,8
3010,1894,4EHIF,SK,POS1,C3.08,5,9
3011,1896,4EHIF,ZUM,PRE,C3.08,1,5
3012,1896,4EHIF,ZUM,PRE,C3.08,1,6
3013,1896,4EHIF,ZUM,PRE,C3.08,4,7
3014,1896,4EHIF,KUE,PRE,C3.08,1,5
3015,1896,4EHIF,KUE,PRE,C3.08,1,6
3016,1896,4EHIF,KUE,PRE,C3.08,4,7
3017,1899,4EHIF,MUE,BSPM,AU.04,2,7
3018,1899,4EHIF,MUE,BSPM,AU.04,2,8
3019,1899,4AHIF,MUE,BSPM,AU.04,2,7
3020,1899,4AHIF,MUE,BSPM,AU.04,2,8
3021,1900,5AHIF,SH,PRE,C4.14,5,6
3022,1902,5BHIF,HT,BSPKx,AU.04,3,1
3023,1902,5BHIF,HT,BSPKx,AU.04,3,2
3024,1902,5BHIF,SOR,BSPKy,AU.04,3,1
3025,1902,5BHIF,SOR,BSPKy,AU.04,3,2
3026,1906,5BHIF,HAU,BWM2,C3.10,1,4
3027,1909,5BHIF,GT,DBI1,B5.08,1,9
3028,1909,5BHIF,GT,DBI1,B5.08,1,10
3029,1907,5BHIF,HAU,BWM3,C3.14,4,3
3030,1910,5BHIF,PRS,E1x,C2.14,1,5
3031,1910,5BHIF,PRS,E1x,C3.10,4,7
3032,1911,5BHIF,CO,NVS1,B3.12NW,2,3
3033,1911,5BHIF,CO,NVS1,B3.12NW,2,4
3034,1911,5BHIF,CO,NVS1,B3.12NW,4,1
3035,1911,5BHIF,CO,NVS1,B3.12NW,4,2
3036,1914,5BHIF,SZ,POS1,C4.14,3,3
3037,1914,5BHIF,SZ,POS1,C4.14,3,4
3038,1915,5BHIF,GRJ,POS1,C3.14,4,4
3039,1915,5BHIF,GRJ,POS1,C3.14,4,5
3040,1916,5BHIF,KUE,PRE,B5.08,1,7
3041,1916,5BHIF,KUE,PRE,B5.08,1,8
3042,1926,5CHIF,GC,BWM1,C2.10,3,3
3043,1927,5CHIF,GC,BWM3,C3.11,4,3
3044,1929,5CHIF,HIK,DBI1,C3.11,5,3
3045,1929,5CHIF,HIK,DBI1,C3.11,5,4
3046,1930,5CHIF,RA,DBI1,B3.10MF,1,5
3047,1930,5CHIF,RA,DBI1,B3.10MF,1,6
3048,1931,5CHIF,PRS,E1x,C3.11,2,8
3049,1931,5CHIF,PRS,E1x,C3.11,2,9
3050,1932,5CHIF,SWH,NVS1,B3.12NW,3,5
3051,1932,5CHIF,SWH,NVS1,B3.12NW,3,6
3052,1934,5CHIF,BH,NVS1,B3.11NW,4,7
3053,1934,5CHIF,BH,NVS1,B3.11NW,4,8
3054,1933,4EHIF,WAA,NW2,C2.08,2,4
3055,1936,5CHIF,PIR,POS1,C5.09,5,5
3056,1936,5CHIF,PIR,POS1,C5.09,5,6
3057,1937,5CHIF,UK,POS1,C3.14,1,9
3058,1937,5CHIF,UK,POS1,C3.14,1,10
3059,1938,5CHIF,REI,RK,B4.07,4,2
3060,1939,5CHIF,ZUM,PRE,C3.11,4,4
3061,1939,5CHIF,ZUM,PRE,C3.11,4,5
3062,1940,5CHIF,SWH,PRE,C3.11,2,5
3063,1940,5CHIF,SWH,PRE,C3.11,2,7
3064,1940,5CHIF,BIE,PRE,C3.11,2,5
3065,1940,5CHIF,BIE,PRE,C3.11,2,7
3066,1942,5CHIF,SWH,PRE,C3.11,2,6
3067,1942,5CHIF,BIE,PRE,C3.11,2,6
3068,1944,5EHIF,HT,BSPK,CU.28,5,1
3069,1944,5EHIF,HT,BSPK,CU.28,5,2
3070,1945,5EHIF,STJ,BWM2,C3.11,3,1
3071,1946,5EHIF,STJ,BWM3,C3.11,3,2
3072,1949,5BHIF,RA,DBI1,C3.10,5,2
3073,1949,5BHIF,RA,DBI1,C3.10,5,3
3074,1948,5EHIF,GT,DBI1,C3.11,3,7
3075,1948,5EHIF,GT,DBI1,C3.11,3,8
3076,1950,5EHIF,RA,DBI1,C3.11,3,3
3077,1950,5EHIF,RA,DBI1,C3.11,3,4
3078,1951,5EHIF,SAC,E1x,C5.07,1,7
3079,1951,5EHIF,SAC,E1x,C4.06,2,5
3080,1953,5EHIF,BH,NVS1,B3.11NW,4,4
3081,1953,5EHIF,BH,NVS1,B3.11NW,4,5
3082,1952,5EHIF,SWH,NVS1,B3.12NW,3,9
3083,1952,5EHIF,SWH,NVS1,B3.12NW,3,10
3084,1955,5EHIF,SK,POS1,C3.09,1,8
3085,1955,5EHIF,SK,POS1,C3.09,1,9
3086,1956,5EHIF,UK,POS1,C3.11,4,1
3087,1956,5EHIF,UK,POS1,C3.11,4,2
3088,1958,5EHIF,ZUM,PRE,C3.10,2,3
3089,1958,5EHIF,ZUM,PRE,C3.10,2,4
3090,1958,5EHIF,KUE,PRE,C3.10,2,3
3091,1958,5EHIF,KUE,PRE,C3.10,2,4
3092,1960,5EHIF,KUE,PRE,C3.09,1,10
3093,1961,5EHIF,ZUM,PRE,C3.11,4,8
3094,1961,5EHIF,KUE,PRE,C3.11,4,8
3095,1962,5AHIF,GRJ,BAP,C3.10,2,1
3096,1962,5AHIF,GRJ,BAP,C3.10,2,2
3097,1962,5BHIF,GRJ,BAP,C3.10,2,1
3098,1962,5BHIF,GRJ,BAP,C3.10,2,2
3099,1962,5CHIF,GRJ,BAP,C3.10,2,1
3100,1962,5CHIF,GRJ,BAP,C3.10,2,2
3101,1962,5EHIF,GRJ,BAP,C3.10,2,1
3102,1962,5EHIF,GRJ,BAP,C3.10,2,2
3103,1962,5AHIF,HAF,BAP,C3.10,2,1
3104,1962,5AHIF,HAF,BAP,C3.10,2,2
3105,1962,5BHIF,HAF,BAP,C3.10,2,1
3106,1962,5BHIF,HAF,BAP,C3.10,2,2
3107,1962,5CHIF,HAF,BAP,C3.10,2,1
3108,1962,5CHIF,HAF,BAP,C3.10,2,2
3109,1962,5EHIF,HAF,BAP,C3.10,2,1
3110,1962,5EHIF,HAF,BAP,C3.10,2,2
3111,1964,5AHIF,SK,GAD,C3.11,2,1
3112,1964,5AHIF,SK,GAD,C3.11,2,2
3113,1964,5BHIF,SK,GAD,C3.11,2,1
3114,1964,5BHIF,SK,GAD,C3.11,2,2
3115,1964,5CHIF,SK,GAD,C3.11,2,1
3116,1964,5CHIF,SK,GAD,C3.11,2,2
3117,1964,5EHIF,SK,GAD,C3.11,2,1
3118,1964,5EHIF,SK,GAD,C3.11,2,2
3119,1964,5AHIF,KSR,GAD,C3.11,2,1
3120,1964,5AHIF,KSR,GAD,C3.11,2,2
3121,1964,5BHIF,KSR,GAD,C3.11,2,1
3122,1964,5BHIF,KSR,GAD,C3.11,2,2
3123,1964,5CHIF,KSR,GAD,C3.11,2,1
3124,1964,5CHIF,KSR,GAD,C3.11,2,2
3125,1964,5EHIF,KSR,GAD,C3.11,2,1
3126,1964,5EHIF,KSR,GAD,C3.11,2,2
3127,1965,5AHIF,HW,IOT,C4.09,2,1
3128,1965,5AHIF,HW,IOT,C4.09,2,2
3129,1965,5BHIF,HW,IOT,C4.09,2,1
3130,1965,5BHIF,HW,IOT,C4.09,2,2
3131,1965,5CHIF,HW,IOT,C4.09,2,1
3132,1965,5CHIF,HW,IOT,C4.09,2,2
3133,1965,5EHIF,HW,IOT,C4.09,2,1
3134,1965,5EHIF,HW,IOT,C4.09,2,2
3135,1965,5AHIF,PUA,IOT,C4.09,2,1
3136,1965,5AHIF,PUA,IOT,C4.09,2,2
3137,1965,5BHIF,PUA,IOT,C4.09,2,1
3138,1965,5BHIF,PUA,IOT,C4.09,2,2
3139,1965,5CHIF,PUA,IOT,C4.09,2,1
3140,1965,5CHIF,PUA,IOT,C4.09,2,2
3141,1965,5EHIF,PUA,IOT,C4.09,2,1
3142,1965,5EHIF,PUA,IOT,C4.09,2,2
3143,1966,4AHIF,GRJ,BAP,C3.07,4,1
3144,1966,4AHIF,GRJ,BAP,C3.07,4,2
3145,1966,4AHIF,GRJ,BAP,C3.07,4,3
3146,1966,4BHIF,GRJ,BAP,C3.07,4,1
3147,1966,4BHIF,GRJ,BAP,C3.07,4,2
3148,1966,4BHIF,GRJ,BAP,C3.07,4,3
3149,1966,4CHIF,GRJ,BAP,C3.07,4,1
3150,1966,4CHIF,GRJ,BAP,C3.07,4,2
3151,1966,4CHIF,GRJ,BAP,C3.07,4,3
3152,1966,4EHIF,GRJ,BAP,C3.07,4,1
3153,1966,4EHIF,GRJ,BAP,C3.07,4,2
3154,1966,4EHIF,GRJ,BAP,C3.07,4,3
3155,1966,4AHIF,HAF,BAP,C3.07,4,1
3156,1966,4AHIF,HAF,BAP,C3.07,4,2
3157,1966,4AHIF,HAF,BAP,C3.07,4,3
3158,1966,4BHIF,HAF,BAP,C3.07,4,1
3159,1966,4BHIF,HAF,BAP,C3.07,4,2
3160,1966,4BHIF,HAF,BAP,C3.07,4,3
3161,1966,4CHIF,HAF,BAP,C3.07,4,1
3162,1966,4CHIF,HAF,BAP,C3.07,4,2
3163,1966,4CHIF,HAF,BAP,C3.07,4,3
3164,1966,4EHIF,HAF,BAP,C3.07,4,1
3165,1966,4EHIF,HAF,BAP,C3.07,4,2
3166,1966,4EHIF,HAF,BAP,C3.07,4,3
3167,1967,4AHIF,SK,GAD,B4.15MF,4,1
3168,1967,4AHIF,SK,GAD,B4.15MF,4,2
3169,1967,4AHIF,SK,GAD,B4.15MF,4,3
3170,1967,4BHIF,SK,GAD,B4.15MF,4,1
3171,1967,4BHIF,SK,GAD,B4.15MF,4,2
3172,1967,4BHIF,SK,GAD,B4.15MF,4,3
3173,1967,4CHIF,SK,GAD,B4.15MF,4,1
3174,1967,4CHIF,SK,GAD,B4.15MF,4,2
3175,1967,4CHIF,SK,GAD,B4.15MF,4,3
3176,1967,4EHIF,SK,GAD,B4.15MF,4,1
3177,1967,4EHIF,SK,GAD,B4.15MF,4,2
3178,1967,4EHIF,SK,GAD,B4.15MF,4,3
3179,1967,4AHIF,KSR,GAD,B4.15MF,4,1
3180,1967,4AHIF,KSR,GAD,B4.15MF,4,2
3181,1967,4AHIF,KSR,GAD,B4.15MF,4,3
3182,1967,4BHIF,KSR,GAD,B4.15MF,4,1
3183,1967,4BHIF,KSR,GAD,B4.15MF,4,2
3184,1967,4BHIF,KSR,GAD,B4.15MF,4,3
3185,1967,4CHIF,KSR,GAD,B4.15MF,4,1
3186,1967,4CHIF,KSR,GAD,B4.15MF,4,2
3187,1967,4CHIF,KSR,GAD,B4.15MF,4,3
3188,1967,4EHIF,KSR,GAD,B4.15MF,4,1
3189,1967,4EHIF,KSR,GAD,B4.15MF,4,2
3190,1967,4EHIF,KSR,GAD,B4.15MF,4,3
3191,1968,4AHIF,HW,IOT,C3.08,4,1
3192,1968,4AHIF,HW,IOT,C3.08,4,2
3193,1968,4AHIF,HW,IOT,C3.08,4,3
3194,1968,4BHIF,HW,IOT,C3.08,4,1
3195,1968,4BHIF,HW,IOT,C3.08,4,2
3196,1968,4BHIF,HW,IOT,C3.08,4,3
3197,1968,4CHIF,HW,IOT,C3.08,4,1
3198,1968,4CHIF,HW,IOT,C3.08,4,2
3199,1968,4CHIF,HW,IOT,C3.08,4,3
3200,1968,4EHIF,HW,IOT,C3.08,4,1
3201,1968,4EHIF,HW,IOT,C3.08,4,2
3202,1968,4EHIF,HW,IOT,C3.08,4,3
3203,1968,4AHIF,PUA,IOT,C3.08,4,1
3204,1968,4AHIF,PUA,IOT,C3.08,4,2
3205,1968,4AHIF,PUA,IOT,C3.08,4,3
3206,1968,4BHIF,PUA,IOT,C3.08,4,1
3207,1968,4BHIF,PUA,IOT,C3.08,4,2
3208,1968,4BHIF,PUA,IOT,C3.08,4,3
3209,1968,4CHIF,PUA,IOT,C3.08,4,1
3210,1968,4CHIF,PUA,IOT,C3.08,4,2
3211,1968,4CHIF,PUA,IOT,C3.08,4,3
3212,1968,4EHIF,PUA,IOT,C3.08,4,1
3213,1968,4EHIF,PUA,IOT,C3.08,4,2
3214,1968,4EHIF,PUA,IOT,C3.08,4,3
3215,1971,3BHIF,BES,AMx,C4.10,1,4
3216,1971,3BHIF,BES,AMx,C4.10,1,5
3217,1971,3BHIF,BES,AMx,B5.13,3,6
3218,1974,4AHIF,GAL,E1,C3.07,3,5
3219,1974,4AHIF,GAL,E1,C3.07,5,1
3220,1977,5AHBGM,KRB,Dy,B5.10,1,9
3221,1977,5AHBGM,KRB,Dy,B5.10,5,6
3222,1982,1EHIF,SAC,FEPy,C4.06,4,1
3223,1985,1EHIF,SAC,FEPx,A2.04,2,2
3224,1987,2EHIF,WAG,FEPx,C4.09,5,5
3225,1988,2EHIF,BLJ,FEPy,C4.09,3,10
3226,1989,3AKKUI,JO,AP4,B1.13W,3,8
3227,1989,3AKKUI,JO,AP4,B1.13W,3,9
3228,1989,3AKKUI,JO,AP4,B1.13W,3,10
3229,1989,3AKKUI,JO,AP4,B1.13W,3,11
3230,1989,3AKKUI,KNT,AP4,DE.13aW,3,8
3231,1989,3AKKUI,KNT,AP4,DE.13aW,3,9
3232,1989,3AKKUI,KNT,AP4,DE.13aW,3,10
3233,1989,3AKKUI,KNT,AP4,DE.13aW,3,11
3234,1989,3AKKUI,KIR,AP4,BH.08W,3,8
3235,1989,3AKKUI,KIR,AP4,BH.08W,3,9
3236,1989,3AKKUI,KIR,AP4,BH.08W,3,10
3237,1989,3AKKUI,KIR,AP4,BH.08W,3,11
3238,1990,3AKKUI,PRK,DAT,A2.05,2,7
3239,1990,3AKKUI,PRK,DAT,A2.05,2,8
3240,1990,3AKKUI,PRK,DAT,A2.05,2,9
3241,1990,3AKKUI,PRK,DAT,A2.05,2,10
3242,1990,3AKKUI,PRK,DAT,A2.05,2,11
3243,1990,3AKKUI,SCW,DAT,A2.05,2,7
3244,1990,3AKKUI,SCW,DAT,A2.05,2,8
3245,1990,3AKKUI,SCW,DAT,A2.05,2,9
3246,1990,3AKKUI,SCW,DAT,A2.05,2,10
3247,1990,3AKKUI,SCW,DAT,A2.05,2,11
3248,1991,3AKKUI,HOH,DEST,A2.05,2,4
3249,1991,3AKKUI,HOH,DEST,A2.05,2,5
3250,1992,3AKKUI,VUV,DIWE,A2.05,4,7
3251,1992,3AKKUI,VUV,DIWE,A2.05,4,8
3252,1992,3AKKUI,VUV,DIWE,A2.05,4,9
3253,1992,3AKKUI,VUV,DIWE,A2.05,4,10
3254,1992,3AKKUI,VVL,DIWE,A2.05,4,7
3255,1992,3AKKUI,VVL,DIWE,A2.05,4,8
3256,1992,3AKKUI,VVL,DIWE,A2.05,4,9
3257,1992,3AKKUI,VVL,DIWE,A2.05,4,10
3258,1993,3AKKUI,KNT,DIWE,A2.05,3,5
3259,1993,3AKKUI,KNT,DIWE,A2.05,3,6
3260,1994,3AKKUI,REM,DIWE,A2.05,3,3
3261,1994,3AKKUI,REM,DIWE,A2.05,3,4
3262,1994,3AKKUI,PIC,DIWE,A2.05,3,3
3263,1994,3AKKUI,PIC,DIWE,A2.05,3,4
3264,1995,3AKKUI,DVO,EWD,A2.05,1,3
3265,1995,3AKKUI,DVO,EWD,A2.05,1,4
3266,1995,3AKKUI,DVO,EWD,A2.05,1,5
3267,1995,3AKKUI,DVO,EWD,A2.05,1,6
3268,1995,3AKKUI,SBA,EWD,A2.05,1,3
3269,1995,3AKKUI,SBA,EWD,A2.05,1,4
3270,1995,3AKKUI,SBA,EWD,A2.05,1,5
3271,1995,3AKKUI,SBA,EWD,A2.05,1,6
3272,1996,3AKKUI,PIC,EWD,A2.05,4,2
3273,1996,3AKKUI,PIC,EWD,A2.05,4,3
3274,1996,3AKKUI,PIC,EWD,A2.05,4,4
3275,1996,3AKKUI,PIC,EWD,A2.05,4,5
3276,1996,3AKKUI,BAE,EWD,A2.05,4,2
3277,1996,3AKKUI,BAE,EWD,A2.05,4,3
3278,1996,3AKKUI,BAE,EWD,A2.05,4,4
3279,1996,3AKKUI,BAE,EWD,A2.05,4,5
3280,1997,3AKKUI,STK,KGKP,A2.05,3,1
3281,1997,3AKKUI,STK,KGKP,A2.05,3,2
3282,1998,3AKKUI,POD,TE1,A2.05,4,11
3283,1998,3AKKUI,POD,TE1,A2.05,4,12
3284,1999,3AKKUI,ENU,WIRE,A2.05,1,8
3285,1999,3AKKUI,ENU,WIRE,A2.05,1,9
3286,2000,4AKKUI,JO,AP4,B1.13W,3,8
3287,2000,4AKKUI,JO,AP4,B1.13W,3,9
3288,2000,4AKKUI,JO,AP4,B1.13W,3,10
3289,2000,4AKKUI,JO,AP4,B1.13W,3,11
3290,2000,4AKKUI,KNT,AP4,DE.13aW,3,8
3291,2000,4AKKUI,KNT,AP4,DE.13aW,3,9
3292,2000,4AKKUI,KNT,AP4,DE.13aW,3,10
3293,2000,4AKKUI,KNT,AP4,DE.13aW,3,11
3294,2000,4AKKUI,KIR,AP4,BH.08W,3,8
3295,2000,4AKKUI,KIR,AP4,BH.08W,3,9
3296,2000,4AKKUI,KIR,AP4,BH.08W,3,10
3297,2000,4AKKUI,KIR,AP4,BH.08W,3,11
3298,2001,4AKKUI,ERS,DAT,A2.05,1,10
3299,2001,4AKKUI,ERS,DAT,A2.05,1,11
3300,2001,4AKKUI,KNT,DAT,A2.05,1,10
3301,2001,4AKKUI,KNT,DAT,A2.05,1,11
3302,2002,4AKKUI,PRK,DAT,A2.05,2,7
3303,2002,4AKKUI,PRK,DAT,A2.05,2,8
3304,2002,4AKKUI,PRK,DAT,A2.05,2,9
3305,2002,4AKKUI,PRK,DAT,A2.05,2,10
3306,2002,4AKKUI,PRK,DAT,A2.05,2,11
3307,2002,4AKKUI,TOM,DAT,A2.05,2,7
3308,2002,4AKKUI,TOM,DAT,A2.05,2,8
3309,2002,4AKKUI,TOM,DAT,A2.05,2,9
3310,2002,4AKKUI,TOM,DAT,A2.05,2,10
3311,2002,4AKKUI,TOM,DAT,A2.05,2,11
3312,2003,4AKKUI,HOH,DEST,A2.05,2,4
3313,2003,4AKKUI,HOH,DEST,A2.05,2,5
3314,2004,4AKKUI,VUV,DIWE,A2.05,4,7
3315,2004,4AKKUI,VUV,DIWE,A2.05,4,8
3316,2004,4AKKUI,VUV,DIWE,A2.05,4,9
3317,2004,4AKKUI,VUV,DIWE,A2.05,4,10
3318,2004,4AKKUI,VVL,DIWE,A2.05,4,7
3319,2004,4AKKUI,VVL,DIWE,A2.05,4,8
3320,2004,4AKKUI,VVL,DIWE,A2.05,4,9
3321,2004,4AKKUI,VVL,DIWE,A2.05,4,10
3322,2005,4AKKUI,REM,DIWE,A2.05,3,3
3323,2005,4AKKUI,REM,DIWE,A2.05,3,4
3324,2005,4AKKUI,PIC,DIWE,A2.05,3,3
3325,2005,4AKKUI,PIC,DIWE,A2.05,3,4
3326,2006,4AKKUI,DVO,EWD,A2.05,1,3
3327,2006,4AKKUI,DVO,EWD,A2.05,1,4
3328,2006,4AKKUI,DVO,EWD,A2.05,1,5
3329,2006,4AKKUI,DVO,EWD,A2.05,1,6
3330,2006,4AKKUI,SBA,EWD,A2.05,1,3
3331,2006,4AKKUI,SBA,EWD,A2.05,1,4
3332,2006,4AKKUI,SBA,EWD,A2.05,1,5
3333,2006,4AKKUI,SBA,EWD,A2.05,1,6
3334,2007,4AKKUI,KNT,DIWE,A2.05,3,5
3335,2007,4AKKUI,KNT,DIWE,A2.05,3,6
3336,2008,4AKKUI,BAE,EWD,A2.05,4,2
3337,2008,4AKKUI,BAE,EWD,A2.05,4,3
3338,2008,4AKKUI,BAE,EWD,A2.05,4,4
3339,2008,4AKKUI,BAE,EWD,A2.05,4,5
3340,2008,4AKKUI,PIC,EWD,A2.05,4,2
3341,2008,4AKKUI,PIC,EWD,A2.05,4,3
3342,2008,4AKKUI,PIC,EWD,A2.05,4,4
3343,2008,4AKKUI,PIC,EWD,A2.05,4,5
3344,2009,4AKKUI,STK,KGKP,A2.05,3,1
3345,2009,4AKKUI,STK,KGKP,A2.05,3,2
3346,2010,4AKKUI,ENU,WIR3,A2.05,1,8
3347,2010,4AKKUI,ENU,WIR3,A2.05,1,9
3348,2011,4AKKUI,POD,TE1,A2.05,4,11
3349,2011,4AKKUI,POD,TE1,A2.05,4,12
3350,2012,3AKKUI,ENU,WIR3,A2.05,1,8
3351,2012,3AKKUI,ENU,WIR3,A2.05,1,9
3352,2013,4AKKUI,ENU,WIRE,A2.05,1,8
3353,2013,4AKKUI,ENU,WIRE,A2.05,1,9
3354,2014,4AHKUI,PRK,TEIN,A2.06,4,9
3355,2014,4AHKUI,PRK,TEIN,A2.06,4,10
3356,2015,5AHIF,BH,OPS,B3.11NW,4,9
3357,2015,5AHIF,BH,OPS,B3.11NW,4,10
3358,2015,5BHIF,BH,OPS,B3.11NW,4,9
3359,2015,5BHIF,BH,OPS,B3.11NW,4,10
3360,2015,5CHIF,BH,OPS,B3.11NW,4,9
3361,2015,5CHIF,BH,OPS,B3.11NW,4,10
3362,2015,5EHIF,BH,OPS,B3.11NW,4,9
3363,2015,5EHIF,BH,OPS,B3.11NW,4,10
3364,2015,5AHIF,AH,OPS,B3.11NW,4,9
3365,2015,5AHIF,AH,OPS,B3.11NW,4,10
3366,2015,5BHIF,AH,OPS,B3.11NW,4,9
3367,2015,5BHIF,AH,OPS,B3.11NW,4,10
3368,2015,5CHIF,AH,OPS,B3.11NW,4,9
3369,2015,5CHIF,AH,OPS,B3.11NW,4,10
3370,2015,5EHIF,AH,OPS,B3.11NW,4,9
3371,2015,5EHIF,AH,OPS,B3.11NW,4,10
3372,2017,2AHBGM,AF,RISL,C2.09,1,10
3373,2018,3BHBGM,CAM,BMSV,B5.12,4,1
3374,2019,4AHIF,BH,OPS,B3.11NW,4,1
3375,2019,4AHIF,BH,OPS,B3.11NW,4,2
3376,2019,4AHIF,BH,OPS,B3.11NW,4,3
3377,2019,4BHIF,BH,OPS,B3.11NW,4,1
3378,2019,4BHIF,BH,OPS,B3.11NW,4,2
3379,2019,4BHIF,BH,OPS,B3.11NW,4,3
3380,2019,4CHIF,BH,OPS,B3.11NW,4,1
3381,2019,4CHIF,BH,OPS,B3.11NW,4,2
3382,2019,4CHIF,BH,OPS,B3.11NW,4,3
3383,2019,4EHIF,BH,OPS,B3.11NW,4,1
3384,2019,4EHIF,BH,OPS,B3.11NW,4,2
3385,2019,4EHIF,BH,OPS,B3.11NW,4,3
3386,2019,4AHIF,OEZT,OPS,B3.11NW,4,1
3387,2019,4AHIF,OEZT,OPS,B3.11NW,4,2
3388,2019,4AHIF,OEZT,OPS,B3.11NW,4,3
3389,2019,4BHIF,OEZT,OPS,B3.11NW,4,1
3390,2019,4BHIF,OEZT,OPS,B3.11NW,4,2
3391,2019,4BHIF,OEZT,OPS,B3.11NW,4,3
3392,2019,4CHIF,OEZT,OPS,B3.11NW,4,1
3393,2019,4CHIF,OEZT,OPS,B3.11NW,4,2
3394,2019,4CHIF,OEZT,OPS,B3.11NW,4,3
3395,2019,4EHIF,OEZT,OPS,B3.11NW,4,1
